accuracy,macro_precision,macro_recall,macro_f1,macro_fpr,latency_ms_per_sample,model_size_mb,setting,model
0.8097459068163048,0.850704264433791,0.7914066920092244,0.795802964501121,0.20859330799077558,0.0008218964071275626,0.008088111877441406,binary,LR
0.8703298838847593,0.8966602620318818,0.8573317661171274,0.8640330016067275,0.14266823388287253,0.0033586176578422095,216.6486988067627,binary,RF
0.6959505417091775,0.3562205209662682,0.3816471650600775,0.333753594335038,0.034589391458821325,0.0010358598965209927,0.021691322326660156,multiclass,LR
0.7549312539474323,0.5259638276457059,0.48335869544735166,0.4563409101563784,0.027499893255558978,0.004598309284444169,732.2805652618408,multiclass,RF
